"","Name","Program.Identifier","Inspection.Date","Description","Address","City","Zip.Code","Phone","Longitude","Latitude","Inspection.Business.Name","Inspection.Type","Inspection.Score","Inspection.Result","Inspection.Closed.Business","Violation.Type","Violation.Description","Violation.Points","Business_ID","Inspection_Serial_Num","Violation_Record_ID","Grade"
"78","SIZZLE & CRUNCH","SIZZLE & CRUNCH","1/4/18","Seating 13-50 - Risk Category III","1313 NE 42ND ST ","SEATTLE",98105,"(425) 232-8275",-122.3137243,47.65822172,"SIZZLE & CRUNCH","Return Inspection",30,"Unsatisfactory",FALSE,"RED","1710 - Proper hot holding temperatures (less than130 degrees)",25,"PR0071038","DATALPQ88","IV2R6UY0L",4
"79","DIVINE DECADENCE ESPRESSO","DIVINE DECADENCE ESPRESSO","1/4/18","Limited Food Services - no permanent plumbing","551 S MICHIGAN ST ","Seattle",98108,"(206) 387-2704",-122.3267804,47.54580107,"DIVINE DECADENCE ESPRESSO","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0052658","DAENVSZ6I","",NA
"80","KHAO SAN ROAD THAI CUISINE","KHAO SAN ROAD THAI CUISINE","1/4/18","Seating 0-12 - Risk Category III","5963 CORSON AVE S #166","SEATTLE",98108,"(206) 764-6002",-122.3221676,47.54803978,"KHAO SAN ROAD THAI CUISINE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0020746","DA8XU78VS","",3
"81","MICHIGAN ST 76","MICHIGAN ST 76","1/4/18","Seating 0-12 - Risk Category I","551 S MICHIGAN ST ","Seattle",98108,"(206) 650-8811",-122.3267804,47.54580107,"MICHIGAN ST 76","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0040222","DAI6OT9QM","",2
"82","PHO HIHO","PHO HIHO","1/4/18","Seating 13-50 - Risk Category III","5963 CORSON AVE S #172","Seattle",98108,"(206) 624-7060",-122.3221676,47.54803978,"PHO HIHO","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0049692","DASWAEKMK","IV50JBQHK",2
"83","AGAVE COCINA & TEQUILAS","AGAVE COCINA & TEQUILAS","1/4/18","Seating 51-150 - Risk Category III","100 REPUBLICAN ST","SEATTLE",98109,"(425) 269-5144",-122.3551075,47.62343156,"AGAVE COCINA & TEQUILAS","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083938","DAQPDT6PL","",1
"84","AGAVE COCINA & TEQUILAS","AGAVE COCINA & TEQUILAS","1/4/18","Seating 51-150 - Risk Category III","100 REPUBLICAN ST","SEATTLE",98109,"(425) 269-5144",-122.3551075,47.62343156,"AGAVE COCINA & TEQUILAS","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083938","DAEOXOJQX","",1
"85","CRAFTWORKS COFFEE","CRAFTWORKS COFFEE","1/4/18","Seating 13-50 - Risk Category II","110 REPUBLICAN ST","SEATTLE",98109,"(206) 787-2711",-122.3548627,47.62343129,"CRAFTWORKS COFFEE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0085844","DA570HVO0","IVTENBZXI",1
"86","LA MARZOCCO EXPERIENCE LLC","LA MARZOCCO EXPERIENCE LLC","1/4/18","Seating 0-12 - Risk Category II","472 1ST AVE N","SEATTLE",98109,"(206) 706-9104",-122.3550466,47.6231001,"LA MARZOCCO EXPERIENCE LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0085597","DAR3OMO6W","",1
"87","TAYLOR SHELLFISH","TAYLOR SHELLFISH","1/4/18","Seating 13-50 - Risk Category III","124 REPUBLICAN ST","SEATTLE",98109,"(360) 432-3326",-122.3543465,47.62343366,"TAYLOR SHELLFISH","Routine Inspection/Field Review",3,"Satisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0083862","DATINVYUI","IVJR251KZ",1
"88","BAKED","BAKED","1/4/18","Bakery-no seating - Risk Category I","2604 CALIFORNIA AVE SW","SEATTLE",98116,"",-122.38623,47.5808954,"BAKED","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0081674","DAQ3QOIX1","",NA
"89","CIRCA","CIRCA","1/4/18","Seating 13-50 - Risk Category III","2605 CALIFORNIA AVE SW ","SEATTLE",98116,"(206) 923-1102",-122.386814,47.58089712,"CIRCA","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0002267","DAM4NCAFX","",2
"90","DOMINO'S 7057","DOMINO'S 7057","1/4/18","Seating 13-50 - Risk Category III","3220 CALIFORNIA AVE SW STE 103","SEATTLE",98116,"(360) 830-0354",-122.3864116,47.57487125,"DOMINO'S 7057","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0086871","DANY1TFNX","IVU5PSUHH",1
"91","7 - ELEVEN #37134A","7 - ELEVEN #37134A","1/4/18","Seating 0-12 - Risk Category III","5700 M L KING JR WAY S","SEATTLE",98118,"(206) 725-8421",-122.287323,47.550965,"7 - ELEVEN #37134A","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0084372","DARDJ0NLT","",1
"92","ABDUL GAFOOR HALAL MEAT MARKET","ABDUL GAFOOR HALAL MEAT MARKET","1/4/18","Seating 0-12 - Risk Category III","6053 M L KING JR WAY S ","Seattle",98118,"(206) 722-7931",-122.2863336,47.54650639,"ABDUL GAFOOR HALAL MEAT MARKET","Consultation/Education - Field",0,"Satisfactory",FALSE,"","",0,"PR0015057","DA3UGDTPW","",1
"93","AMMANA HOUSEWARE AND GROCERY, LLC","AMMANA HOUSEWARE & GROCERY","1/4/18","Meat/Sea Food - Risk Category III","5503 M L KING JR WAY S","SEATTLE",98118,"(206) 422-3814",-122.2888926,47.55230052,"AMMANA HOUSEWARE AND GROCERY, LLC","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0081678","DAWMV4DQC","",NA
"94","BA MIEN SEAFOOD MARKET","BA MIEN SEAFOOD MARKET -  DELI","1/4/18","Seating 0-12 - Risk Category III","6951 M L KING JR WAY S ","SEATTLE",98118,"(206) 725-7974",-122.283115,47.53931315,"BA MIEN SEAFOOD MARKET","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083870","DABDMBJOF","",2
"95","BA MIEN SEAFOOD MARKET","BA MIEN SEAFOOD MARKET","1/4/18","Meat/Sea Food - Risk Category III","6951 M L KING JR WAY S ","SEATTLE",98118,"(206) 725-7974",-122.283115,47.53931315,"BA MIEN SEAFOOD MARKET","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0069003","DAT2AFSK9","",NA
"96","CARNITAS MICHOACAN","CARNITAS MICHOACAN","1/4/18","Seating 0-12 - Risk Category III","2503 BEACON AVE S ","SEATTLE",98144,"(206) 323-7639",-122.3139174,47.58078409,"CARNITAS MICHOACAN","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0073444","DABGXIERT","",3
"97","WENDY'S","WENDY'S","1/4/18","Seating 51-150 - Risk Category III","2543 RAINIER AVE S ","SEATTLE",98144,"(615) 399-1839",-122.3014463,47.58015364,"WENDY'S","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0004073","DAU8MHC4D","",1
"98","WENDY'S","WENDY'S","1/4/18","Seating 51-150 - Risk Category III","2543 RAINIER AVE S ","SEATTLE",98144,"(615) 399-1839",-122.3014463,47.58015364,"WENDY'S","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0004073","DABIANUBK","",1
"99","COW CHIP COOKIES","COW CHIP COOKIES- PIONEER SQUARE","1/5/18","Seating 0-12 - Risk Category II","102-A 1ST AVE S ","Seattle",98104,"",-122.3337841,47.60153525,"COW CHIP COOKIES","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0013286","DAQEHOCSC","",1
"100","DELICATUS ""A SEATTLE DELICATESSEN""","DELICATUS ""A SEATTLE DELICATESSEN""","1/5/18","Seating 13-50 - Risk Category III","103 1ST AVE S","SEATTLE",98104,"(206) 979-5048",-122.334398,47.60144709,"DELICATUS ""A SEATTLE DELICATESSEN""","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0079873","DA9CEHGJR","IVJIUIT1Z",1
"101","DELICATUS ""A SEATTLE DELICATESSEN""","DELICATUS ""A SEATTLE DELICATESSEN""","1/5/18","Seating 13-50 - Risk Category III","103 1ST AVE S","SEATTLE",98104,"(206) 979-5048",-122.334398,47.60144709,"DELICATUS ""A SEATTLE DELICATESSEN""","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","0600 - Adequate handwashing facilities",10,"PR0079873","DA9CEHGJR","IVFSOHUXJ",1
"102","ELYSIAN BREWING CO","ELYSIAN BREWING CO","1/5/18","Seating > 250 - Risk Category III","542 1ST AVE S ","SEATTLE",98104,"(206) 459-4880",-122.3338711,47.59710906,"ELYSIAN BREWING CO","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0076123","DANZ8754S","",1
"103","STARBUCKS COFFEE #363","STARBUCKS COFFEE #363","1/5/18","Seating 13-50 - Risk Category II","102 1ST AVE S","Seattle",98104,"",-122.333815,47.60151076,"STARBUCKS COFFEE #363","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0012131","DA0OV9PXT","",1
"104","BREAKTIME DELI","BREAKTIME DELI","1/5/18","Seating 13-50 - Risk Category III","309 S CLOVERDALE ST ","Seattle",98108,"(206) 764-5068",-122.329796,47.526043,"BREAKTIME DELI","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0002329","DAWPXVL36","",1
"105","BLUE FIN & SEAFOOD","BLUE FIN & SEAFOOD","1/5/18","Seating 151-250 - Risk Category III","401 NE NORTHGATE WAY #463","Seattle",98125,"(425) 761-0522",-122.3237688,47.70824849,"BLUE FIN & SEAFOOD","Routine Inspection/Field Review",31,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0034284","DA0G4V7ED","IV6G0MYZV",1
"106","BLUE FIN & SEAFOOD","BLUE FIN & SEAFOOD","1/5/18","Seating 151-250 - Risk Category III","401 NE NORTHGATE WAY #463","Seattle",98125,"(425) 761-0522",-122.3237688,47.70824849,"BLUE FIN & SEAFOOD","Routine Inspection/Field Review",31,"Unsatisfactory",FALSE,"BLUE","3000 - Proper thawing methods used",3,"PR0034284","DA0G4V7ED","IVWJGNRDM",1
"107","BLUE FIN & SEAFOOD","BLUE FIN & SEAFOOD","1/5/18","Seating 151-250 - Risk Category III","401 NE NORTHGATE WAY #463","Seattle",98125,"(425) 761-0522",-122.3237688,47.70824849,"BLUE FIN & SEAFOOD","Routine Inspection/Field Review",31,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0034284","DA0G4V7ED","IVGVCTAHN",1
"108","BLUE FIN & SEAFOOD","BLUE FIN & SEAFOOD","1/5/18","Seating 151-250 - Risk Category III","401 NE NORTHGATE WAY #463","Seattle",98125,"(425) 761-0522",-122.3237688,47.70824849,"BLUE FIN & SEAFOOD","Routine Inspection/Field Review",31,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0034284","DA0G4V7ED","IVUTEFRNX",1
"109","BLUE FIN & SEAFOOD","BLUE FIN & SEAFOOD","1/5/18","Seating 151-250 - Risk Category III","401 NE NORTHGATE WAY #463","Seattle",98125,"(425) 761-0522",-122.3237688,47.70824849,"BLUE FIN & SEAFOOD","Routine Inspection/Field Review",31,"Unsatisfactory",FALSE,"RED","1300 - Food contact surfaces and utensils used for raw meat thoroughly cleaned and sanitized.  no ..",15,"PR0034284","DA0G4V7ED","IVGJ0VOIW",1
"110","SARKU JAPAN","SARKU JAPAN","1/5/18","Seating 0-12 - Risk Category III","412 NE NORTHGATE WAY #412 ","SEATTLE",98125,"(905) 474-0710",-122.3244475,47.70876621,"SARKU JAPAN","Routine Inspection/Field Review",8,"Satisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0051713","DAEXND2WS","IVXG31DO0",1
"111","SARKU JAPAN","SARKU JAPAN","1/5/18","Seating 0-12 - Risk Category III","412 NE NORTHGATE WAY #412 ","SEATTLE",98125,"(905) 474-0710",-122.3244475,47.70876621,"SARKU JAPAN","Routine Inspection/Field Review",8,"Satisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0051713","DAEXND2WS","IVIBXTWP0",1
"112","CHEEKY CAFE","CHEEKY CAFE","1/5/18","Seating 13-50 - Risk Category III","1700 S JACKSON ST","SEATTLE",98144,"(704) 964-3337",-122.3096837,47.59944678,"CHEEKY CAFE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0080363","DAQIDYKIC","",1
"113","HUMBLE PIE","HUMBLE PIE","1/5/18","Seating 13-50 - Risk Category III","525 RAINIER AVE S","SEATTLE",98144,"(206) 683-4133",-122.313248,47.59762933,"HUMBLE PIE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083303","DAPNURMVR","",2
"114","MOONLIGHT CAFE","MOONLIGHT CAFE","1/5/18","Seating 51-150 - Risk Category III","1919 S JACKSON ST","Seattle",98144,"(206) 322-3378",-122.3066267,47.59896221,"MOONLIGHT CAFE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0002807","DAIFBXP5B","",2
"115","WENDY'S","WENDY'S","1/5/18","Seating 51-150 - Risk Category III","2543 RAINIER AVE S ","SEATTLE",98144,"(615) 399-1839",-122.3014463,47.58015364,"WENDY'S","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0004073","DAJJEMZ9E","",1
"116","WONDER COFFEE AND SPORTS BAR","WONDER COFFEE & SPORTS BAR","1/5/18","Seating 51-150 - Risk Category III","1800 S JACKSON ST E","SEATTLE",98144,"(206) 240-8266",-122.3084125,47.59966843,"WONDER COFFEE AND SPORTS BAR","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0082786","DA00CK0M3","",1
"117","ALSTADT LLC","ALSTADT LLC","1/8/18","Seating 51-150 - Risk Category III","209 1ST AVE S STE A","SEATTLE",98104,"(206) 683-3056",-122.3345806,47.60050345,"ALSTADT LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0083598","DAHBIF75P","",1
"118","CRAWFISH KING","CRAWFISH KING","1/8/18","Seating 51-150 - Risk Category III","701 8TH AVE S ","SEATTLE",98104,"(206) 235-0809",-122.3227283,47.5964595,"CRAWFISH KING","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0072360","DAQIINGGV","IVFC90WUO",1
"119","CRAWFISH KING","CRAWFISH KING","1/8/18","Seating 51-150 - Risk Category III","701 8TH AVE S ","SEATTLE",98104,"(206) 235-0809",-122.3227283,47.5964595,"CRAWFISH KING","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0072360","DAQIINGGV","IV1IUFA9I",1
"120","CRAWFISH KING","CRAWFISH KING","1/8/18","Seating 51-150 - Risk Category III","701 8TH AVE S ","SEATTLE",98104,"(206) 235-0809",-122.3227283,47.5964595,"CRAWFISH KING","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"RED","1200 - Proper shellstock ID; wild mushroom ID;  parasite destruction procedures for fish",5,"PR0072360","DAQIINGGV","IVFGQRTAO",1
"121","CRAWFISH KING","CRAWFISH KING","1/8/18","Seating 51-150 - Risk Category III","701 8TH AVE S ","SEATTLE",98104,"(206) 235-0809",-122.3227283,47.5964595,"CRAWFISH KING","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0072360","DAQIINGGV","IVFEZQSQK",1
"122","DAMN THE WEATHER","DAMN THE WEATHER","1/8/18","Seating 51-150 - Risk Category III","116 1ST AVE S","SEATTLE",98104,"(425) 772-8247",-122.33384,47.60118412,"DAMN THE WEATHER","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0013802","DA0ROTTDW","",1
"123","JIMMY JOHN'S","JIMMY JOHN'S","1/8/18","Seating 13-50 - Risk Category II","102 1ST AVE S","SEATTLE",98104,"(847) 884-5970",-122.3337881,47.60147604,"JIMMY JOHN'S","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0077146","DAGIB1QJG","IVD5TTZMM",1
"124","KIGO KITCHEN","KIGO KITCHEN","1/8/18","Seating 51-150 - Risk Category III","105 1ST AVE S ","SEATTLE",98104,"(206) 805-8844",-122.3343993,47.60149111,"KIGO KITCHEN","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0046629","DAM0NEXBJ","IVUXKKBFR",1
"125","KIGO KITCHEN","KIGO KITCHEN","1/8/18","Seating 51-150 - Risk Category III","105 1ST AVE S ","SEATTLE",98104,"(206) 805-8844",-122.3343993,47.60149111,"KIGO KITCHEN","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0046629","DAM0NEXBJ","IVBQSBVFM",1
"126","METROPOLITAN GRILL","METROPOLITAN GRILL","1/8/18","Seating > 250 - Risk Category III","820 2ND AVE","SEATTLE",98104,"(206) 957-3202",-122.33408,47.6044,"METROPOLITAN GRILL","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0003326","DARARF3JW","",1
"127","MYUNG DONG TOFU RESTAURANT","MYUNG DONG TOFU RESTAURANT","1/8/18","Seating 13-50 - Risk Category III","4142 BROOKLYN AVE NE ","SEATTLE",98105,"(206) 288-9699",-122.3140174,47.65813255,"MYUNG DONG TOFU RESTAURANT","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0012141","DAV2JRNZH","IVMA4G0VL",1
"128","MYUNG DONG TOFU RESTAURANT","MYUNG DONG TOFU RESTAURANT","1/8/18","Seating 13-50 - Risk Category III","4142 BROOKLYN AVE NE ","SEATTLE",98105,"(206) 288-9699",-122.3140174,47.65813255,"MYUNG DONG TOFU RESTAURANT","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"RED","2500 - Toxic substances properly identified,...",10,"PR0012141","DAV2JRNZH","IVG3CO7LD",1
"129","EGG & US","EGG & US","1/8/18","Seating 51-150 - Risk Category III","4609 14TH AVE NW STE 108","SEATTLE",98107,"(206) 422-7424",-122.374022,47.662505,"EGG & US","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079551","DAMNQ3GMA","",1
"130","REUBEN'S BREWS LLC","REUBEN'S BREWS LLC","1/8/18","Seating 51-150 - Risk Category I","5010 14TH AVE NW","SEATTLE",98107,"(205) 395-4392",-122.3731451,47.66544722,"REUBEN'S BREWS LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0084785","DADMHVEHV","",1
"131","STARBUCKS COFFEE #3294","STARBUCKS COFFEE #3294","1/8/18","Seating 13-50 - Risk Category II","4400 11TH AVE NW","Seattle",98107,"(206) 624-6239",-122.369234,47.660429,"STARBUCKS COFFEE #3294","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0056969","DA5JC7GVR","",1
"132","CAFFE ZINGARO","CAFFE ZINGARO","1/8/18","Seating 13-50 - Risk Category III","127 MERCER ST ","Seattle",98109,"",-122.3542647,47.62440231,"CAFFE ZINGARO","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0002776","DAXI07UVZ","",1
"133","MECCA CAFE INC","MECCA CAFE INC","1/8/18","Seating 51-150 - Risk Category III","526 QUEEN ANNE AVE N","Seattle",98109,"(206) 285-3630",-122.3563734,47.6241172,"MECCA CAFE INC","Routine Inspection/Field Review",30,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0003312","DALYZCJNG","IVDU2HMFE",2
"134","MECCA CAFE INC","MECCA CAFE INC","1/8/18","Seating 51-150 - Risk Category III","526 QUEEN ANNE AVE N","Seattle",98109,"(206) 285-3630",-122.3563734,47.6241172,"MECCA CAFE INC","Routine Inspection/Field Review",30,"Unsatisfactory",FALSE,"RED","1900 - No room temperature storage; proper use of time...",25,"PR0003312","DALYZCJNG","IVFBEUBL7",2
"135","RED PAPAYA","RED PAPAYA","1/8/18","Seating 13-50 - Risk Category III","530 1ST AVE N ","SEATTLE",98109,"(425) 893-8772",-122.3552326,47.62411067,"RED PAPAYA","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0063675","DAY8CQROD","IVMQ4VEI3",2
"136","7-ELEVEN STORE #2360-24497C","7-ELEVEN STORE #2360-24497C","1/8/18","Seating 0-12 - Risk Category III","2009 RAINIER AVE S ","Seattle",98144,"(253) 796-7155",-122.3040144,47.5852103,"7-ELEVEN STORE #2360-24497C","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0002240","DAGZFIKVY","",1
"137","BURGER KING #3369","BURGER KING #3369","1/8/18","Seating 51-150 - Risk Category III","2021 RAINIER AVE S ","Seattle",98144,"(206) 323-2211",-122.3036793,47.58469386,"BURGER KING #3369","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0008394","DAJYRBQDR","",1
"138","MEDITERRANEAN MARKET, INC.","MEDITERRANEAN MARKET, INC.","1/8/18","Seating 0-12 - Risk Category III","2307 RAINIER AVE S ","Seattle",98144,"(206) 325-1530",-122.3017598,47.58270681,"MEDITERRANEAN MARKET, INC.","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0003314","DA11QMHJ6","",2
"139","POLLOS A LA BRASA SAN FERNANDO","POLLOS A LA BRASA SAN FERNANDO","1/8/18","Seating 13-50 - Risk Category III","900 RAINIER AVE S ","Seattle",98144,"",-122.3096706,47.59400953,"POLLOS A LA BRASA SAN FERNANDO","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0051942","DA24KO00U","",2
"140","TACO TIME","TACO TIME","1/8/18","Seating 13-50 - Risk Category III","2212 RAINIER AVE S ","SEATTLE",98144,"",-122.3013961,47.58317999,"TACO TIME","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0067326","DANEWCVNL","",1
"141","GRAND CENTRAL BAKERY, INC.","GRAND CENTRAL BAKERY, INC.","1/9/18","Seating 51-150 - Risk Category III","214 1ST AVE S ","Seattle",98104,"(206) 768-0320",-122.3337991,47.60045883,"GRAND CENTRAL BAKERY, INC.","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0008726","DAIO7QTE7","IVQVYU8C4",1
"142","GRAND CENTRAL BAKERY, INC.","GRAND CENTRAL BAKERY, INC.","1/9/18","Seating 51-150 - Risk Category III","214 1ST AVE S ","Seattle",98104,"(206) 768-0320",-122.3337991,47.60045883,"GRAND CENTRAL BAKERY, INC.","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0008726","DAIO7QTE7","IVMPSOUAO",1
